State - Time (s),State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,BMI088andLIS3MDL - AccX,BMI088andLIS3MDL - AccY,BMI088andLIS3MDL - AccZ,BMI088andLIS3MDL - GyroX,BMI088andLIS3MDL - GyroY,BMI088andLIS3MDL - GyroZ,BMI088andLIS3MDL - MagX,BMI088andLIS3MDL - MagY,BMI088andLIS3MDL - MagZ,BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,DPS310 - Pres (hPa),DPS310 - Temp (C),DPS310 - Alt ASL (ft),DPS310 - Alt AGL (ft),MS5611 - Pres (hPa),MS5611 - Temp (C),MS5611 - Alt ASL (ft),MS5611 - Alt AGL (ft)
662.929,0,-0.067,0.010,-0.011,0.048,0.020,-0.052,0.049,0.005,-0.067,39.0824023,-75.8752547,-19.945,-0.072,-0.019,-0.013,18,0.122,0.208,-9.740,0.060,-0.143,0.064,-1369.000,570.000,71.000,-0.821,-0.571,-0.009,-0.004,1008.330,20.254,41.019,0.037,1009.030,20.670,35.173,0.058
667.929,0,-0.076,0.029,-0.081,-0.030,0.076,-0.125,-0.037,0.042,-0.052,39.0823986,-75.8752552,-20.017,-0.057,-0.005,0.021,18,0.244,0.115,-9.754,-0.092,0.013,-0.138,-1381.000,565.000,54.000,-0.830,-0.557,-0.014,-0.001,1008.324,20.206,41.071,0.036,1009.030,20.670,35.173,0.125
672.929,0,0.014,-0.030,-0.395,0.041,-0.005,-0.077,0.043,-0.013,-0.059,39.0823975,-75.8752555,-20.070,-0.009,-0.034,-0.017,18,0.165,0.201,-9.747,0.043,-0.066,0.058,-1403.000,499.000,77.000,-0.813,-0.583,-0.011,-0.002,1008.350,20.207,40.852,-0.300,1009.060,20.680,34.923,-0.242
677.929,0,0.059,-0.001,-0.106,0.035,0.003,-0.267,0.058,-0.024,-0.161,39.0824004,-75.8752568,-20.385,0.090,-0.021,-0.067,18,0.129,0.180,-9.647,0.064,0.058,-0.100,-1362.000,537.000,47.000,-0.809,-0.588,-0.009,-0.001,1008.329,20.218,41.029,-0.017,1009.000,20.680,35.424,0.200
682.929,0,0.078,-0.056,0.036,-0.044,-0.060,-0.079,-0.020,-0.063,-0.098,39.0824047,-75.8752579,-20.483,0.100,-0.021,-0.047,17,0.122,0.079,-9.711,0.075,0.017,-0.119,-1362.000,528.000,13.000,-0.800,-0.601,-0.010,0.003,1008.346,20.222,40.885,0.137,1009.090,20.690,34.672,-0.151
687.929,0,-0.023,0.042,-0.275,-0.039,0.026,-0.187,-0.016,0.024,-0.163,39.0824054,-75.8752578,-20.489,-0.001,0.012,0.016,18,0.093,0.043,-9.647,-0.032,-0.124,-0.098,-1387.000,514.000,74.000,-0.795,-0.606,-0.005,-0.000,1008.360,20.224,40.766,-0.164,1009.110,20.690,34.505,-0.401
692.929,0,-0.034,-0.014,0.093,-0.015,-0.002,-0.216,0.021,-0.021,-0.134,39.0824047,-75.8752581,-20.861,-0.030,-0.012,-0.104,18,0.115,0.036,-9.675,0.051,-0.058,-0.017,-1400.000,510.000,95.000,-0.786,-0.618,-0.006,0.004,1008.350,20.231,40.854,0.142,1009.090,20.690,34.672,0.042
697.929,0,0.079,-0.064,-0.371,0.024,-0.006,-0.147,-0.050,-0.013,-0.074,39.0824059,-75.8752601,-20.849,0.062,-0.054,-0.015,18,0.208,0.115,-9.733,-0.028,0.019,-0.011,-1392.000,585.000,71.000,-0.797,-0.604,-0.015,0.001,1008.339,20.244,40.943,-0.268,1009.110,20.700,34.505,-0.768
702.929,0,-0.000,-0.053,-0.131,-0.054,-0.042,-0.120,-0.037,-0.025,-0.083,39.0824067,-75.8752613,-21.180,0.026,-0.022,-0.105,18,0.129,0.136,-9.726,-0.045,0.006,-0.111,-1421.000,573.000,64.000,-0.776,-0.631,-0.012,-0.001,1008.335,20.231,40.978,-0.009,1009.060,20.700,34.923,-0.217
707.929,0,0.038,-0.024,-0.079,0.030,0.029,-0.106,0.015,0.011,-0.083,39.0824082,-75.8752630,-21.369,0.011,-0.040,-0.044,18,0.180,0.072,-9.726,0.028,-0.021,0.015,-1401.000,543.000,48.000,-0.768,-0.640,-0.009,0.003,1008.380,20.240,40.597,0.028,1009.120,20.730,34.422,-0.300
712.929,0,0.081,0.021,0.030,0.070,0.032,-0.228,0.009,0.017,-0.125,39.0824107,-75.8752632,-21.440,0.032,0.007,0.007,18,0.172,0.108,-9.682,-0.064,0.006,0.079,-1395.000,547.000,74.000,-0.774,-0.633,-0.010,0.001,1008.362,20.263,40.754,0.107,1009.050,20.730,35.006,0.234
717.929,0,0.029,-0.005,-0.076,0.004,0.013,-0.091,0.040,0.037,-0.060,39.0824121,-75.8752636,-21.695,0.061,-0.001,-0.075,18,0.172,0.158,-9.747,0.023,-0.075,0.085,-1356.000,515.000,107.000,-0.754,-0.657,-0.009,-0.000,1008.355,20.262,40.809,0.011,1009.080,20.720,34.756,-0.309
722.929,0,0.064,0.018,-0.010,0.026,0.068,-0.112,0.060,0.012,-0.048,39.0824149,-75.8752634,-21.385,0.083,-0.009,0.119,18,0.057,0.129,-9.762,0.072,-0.128,-0.051,-1374.000,541.000,127.000,-0.767,-0.641,-0.004,-0.002,1008.376,20.271,40.631,0.002,1009.040,20.720,35.090,0.468
727.929,0,-0.004,0.047,-0.162,0.003,0.050,-0.147,0.016,0.031,-0.101,39.0824144,-75.8752634,-21.402,-0.011,0.005,-0.023,18,0.280,0.115,-9.704,-0.040,-0.009,0.049,-1363.000,532.000,32.000,-0.774,-0.633,-0.013,0.004,1008.367,20.280,40.708,-0.072,1009.090,20.740,34.672,-0.234
732.929,0,0.088,0.073,-0.049,0.000,0.082,-0.092,-0.016,0.036,-0.068,39.0824153,-75.8752625,-21.303,0.074,0.021,0.093,18,0.180,0.101,-9.740,0.006,-0.045,-0.181,-1446.000,527.000,83.000,-0.780,-0.626,-0.010,-0.000,1008.389,20.280,40.529,-0.015,1009.110,20.730,34.505,-0.042
737.929,0,0.152,-0.012,-0.185,0.037,0.019,-0.101,0.047,0.009,-0.060,39.0824184,-75.8752631,-20.581,0.124,-0.031,0.186,17,0.180,0.172,-9.747,0.028,-0.040,-0.060,-1405.000,532.000,59.000,-0.771,-0.637,-0.011,0.000,1008.383,20.281,40.575,-0.107,1009.140,20.750,34.255,-0.493
742.929,0,0.073,-0.057,0.211,0.101,-0.041,-0.159,0.045,-0.055,-0.028,39.0824193,-75.8752648,-20.354,0.000,-0.052,0.051,18,0.237,0.266,-9.776,0.013,0.104,-0.064,-1447.000,549.000,54.000,-0.768,-0.640,-0.018,0.001,1008.343,20.299,40.907,0.261,1009.060,20.740,34.923,0.292
747.929,0,0.006,-0.074,-0.604,0.138,0.000,-0.161,0.113,0.002,-0.115,39.0824191,-75.8752669,-19.749,-0.030,-0.044,0.171,17,0.237,0.259,-9.690,0.038,0.036,-0.004,-1425.000,529.000,47.000,-0.751,-0.660,-0.014,0.002,1008.391,20.302,40.510,-0.509,1009.070,20.750,34.839,-0.167
752.929,0,-0.180,-0.033,-0.185,-0.034,-0.039,-0.009,0.020,-0.075,-0.009,39.0824169,-75.8752681,-19.656,-0.132,-0.032,0.037,17,0.158,0.237,-9.797,-0.017,0.100,0.115,-1366.000,490.000,108.000,-0.774,-0.633,-0.016,-0.001,1008.394,20.302,40.486,-0.130,1009.080,20.760,34.756,0.117
757.929,0,-0.026,0.031,0.376,0.007,0.110,-0.036,0.056,0.100,-0.060,39.0824158,-75.8752690,-19.945,0.019,-0.016,-0.097,18,0.223,0.165,-9.747,0.011,-0.119,-0.009,-1402.000,568.000,70.000,-0.763,-0.647,-0.009,-0.001,1008.310,20.301,41.186,0.556,1008.980,20.750,35.591,0.827
762.929,0,0.068,-0.019,-0.124,-0.037,0.041,-0.045,-0.050,0.041,-0.050,39.0824172,-75.8752697,-20.062,0.083,-0.008,-0.016,17,0.215,0.244,-9.754,-0.083,-0.015,-0.102,-1410.000,560.000,63.000,-0.740,-0.673,-0.017,-0.005,1008.340,20.321,40.935,-0.050,1009.090,20.770,34.672,-0.434
767.929,0,-0.010,0.023,-0.276,-0.062,-0.003,-0.141,-0.044,0.002,-0.105,39.0824181,-75.8752700,-19.957,-0.001,-0.005,0.055,18,0.136,0.072,-9.704,-0.017,-0.021,0.019,-1399.000,500.000,86.000,-0.731,-0.683,-0.009,0.000,1008.374,20.327,40.650,-0.210,1009.040,20.770,35.090,0.234
772.929,0,0.033,0.023,-0.318,-0.073,-0.023,-0.079,-0.073,-0.069,-0.077,39.0824179,-75.8752700,-19.761,0.047,0.001,0.058,17,0.108,0.043,-9.733,-0.036,0.115,-0.038,-1407.000,498.000,48.000,-0.740,-0.673,-0.011,0.002,1008.380,20.321,40.601,-0.252,1009.030,20.770,35.173,0.284
777.929,0,-0.005,0.100,-0.060,0.053,0.104,-0.076,0.019,0.077,-0.059,39.0824171,-75.8752690,-19.422,-0.042,0.042,0.105,18,0.259,0.115,-9.747,0.006,-0.036,0.092,-1405.000,532.000,121.000,-0.713,-0.701,-0.010,0.003,1008.369,20.335,40.696,0.050,1009.180,20.790,33.921,-0.651
764.829,0,0.072,-0.022,-0.212,-0.024,-0.034,-0.096,-0.044,-0.005,-0.011,39.0824179,-75.8752697,-20.096,0.062,0.002,-0.049,17,0.158,0.007,-9.797,0.017,-0.045,0.049,-1376.000,534.000,24.000,-0.744,-0.668,-0.008,0.004,1008.366,20.313,40.717,-0.100,1009.070,20.770,34.839,-0.092
764.929,0,0.049,-0.030,-0.170,-0.047,-0.041,-0.083,-0.031,-0.023,-0.068,39.0824179,-75.8752698,-20.096,0.059,-0.006,-0.050,16,0.158,0.093,-9.740,-0.104,0.045,0.060,-1347.000,527.000,71.000,-0.746,-0.666,-0.011,0.002,1008.364,20.313,40.732,-0.082,1009.050,20.760,35.006,0.000
765.029,0,0.032,-0.042,-0.109,-0.040,-0.062,-0.072,-0.006,-0.040,-0.067,39.0824179,-75.8752698,-20.095,0.056,-0.005,-0.050,17,0.151,0.172,-9.740,-0.055,0.047,0.062,-1385.000,593.000,32.000,-0.748,-0.663,-0.013,-0.000,1008.353,20.312,40.826,-0.015,1009.040,20.770,35.090,0.117
765.129,0,0.049,-0.023,-0.040,-0.036,-0.048,-0.043,-0.035,0.026,-0.029,39.0824180,-75.8752698,-20.100,0.064,-0.004,-0.054,17,0.294,0.115,-9.776,-0.017,0.062,0.009,-1366.000,549.000,56.000,-0.749,-0.663,-0.016,0.003,1008.350,20.321,40.849,-0.000,1009.100,20.760,34.589,-0.376
765.229,0,0.045,-0.021,-0.024,-0.032,-0.046,-0.059,0.014,-0.009,-0.116,39.0824179,-75.8752698,-20.097,0.050,-0.003,-0.050,17,0.266,0.136,-9.690,0.051,0.013,-0.202,-1378.000,560.000,102.000,-0.742,-0.671,-0.015,0.005,1008.350,20.318,40.852,0.006,1009.100,20.770,34.589,-0.359
765.329,0,0.043,-0.023,-0.043,-0.030,-0.041,-0.075,-0.004,0.001,-0.053,39.0824180,-75.8752698,-20.082,0.057,-0.003,-0.032,17,0.201,0.144,-9.754,-0.028,-0.077,-0.087,-1358.000,535.000,43.000,-0.739,-0.674,-0.013,0.001,1008.358,20.315,40.785,-0.039,1009.080,20.760,34.756,-0.184
765.429,0,0.031,-0.027,-0.019,-0.086,-0.045,-0.054,-0.147,-0.027,-0.020,39.0824180,-75.8752698,-20.074,0.053,-0.002,-0.020,17,0.101,-0.050,-9.790,-0.089,-0.021,-0.066,-1354.000,526.000,56.000,-0.737,-0.676,-0.008,0.001,1008.349,20.324,40.862,0.050,1009.030,20.760,35.173,0.192
765.529,0,0.009,-0.029,0.096,-0.065,-0.006,-0.010,0.020,0.061,-0.096,39.0824179,-75.8752699,-20.065,0.038,-0.010,-0.004,16,0.208,0.129,-9.711,-0.004,-0.055,-0.166,-1369.000,582.000,37.000,-0.731,-0.682,-0.009,0.001,1008.324,20.322,41.065,0.249,1009.040,20.760,35.090,0.142
